2021-01-04 13:04:59 21 10.12.122.17 yx=VMN00513,jh=HEB,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" https://1i2hn50a708212q072p010fnt0gct0kh.francesco.ipflzeabovkzahaxi.com/ 204 TCP_KT_MISS POST image/gif https pwl.sherill.com 220 /pwl ?v=2&s=tia&sgx=8&yang=7~kmdm0fi2&c=2020070165714&stasIa=1012012313034&macy=HX1_wgV3ovBMYUt0nbcuv-KYRA&gm=jacquetta-evan&bki_i=7&bki_c=7&bki_a=7&ymz=0000&bg=041&mb=video%2Lvnoi&cy=811m170&qd=10000&met.4=nwwtzmdshkdjrpvhkgwzl.0tj - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 200 023 - "none" "none" 23.100.033.93
2021-01-04 13:04:59 21 10.12.122.17 yx=VMN00513,jh=HEB,jh=VV,o=KAI - - OBSERVED "Society/Daily Living" - 200 TCP_ACCELERATED CONNECT - tcp mjxdvphrwl.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 05 020 - "none" "none" 01.207.74.003
2021-01-04 13:04:59 21 10.22.49.65 yx=HCE44110,jh=DEL,jh=VV,o=KAI - - OBSERVED "Technology/Internet" https://www.bmhpqcmgrq.com/eustolia/djdifhikcwo/genia/arnoldo-trena-janene-y-melvin-noella-ozr-cornelius-ti-spencer-elayne-thomasine-jkcbkbgpynhn-y-yt-everett-arvilla/ 200 TCP_KT_MISS OPTIONS - https kay-2-0.spot.gq 220 /k0.0.0/conversation/featured-message/gu_RiU12ryi_news-U1MB2OBJGCDDOVG0R0KEVULV1I - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 540 022 - "Spot.GQ" "none" 112.201.9.122
2021-01-04 13:04:59 21 10.22.50.58 yx=KJS02230,jh=DEL,jh=VV,o=KAI - - OBSERVED "News" https://www.carmina.com/ 200 TCP_KT_MISS GET application/javascript https static.carmina.com 220 /static/randi/scripts/core/base/app/utils/tkzbnayIzdqzey.js ?v=00110001100920 js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 1223 3000 - "none" "none" 23.48.21.129
2021-01-04 13:04:59 21 10.22.50.58 yx=KJS02230,jh=DEL,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.carmina.com/ 200 TCP_KT_MISS GET application/javascript;%10qxrlguq=GUY-8 https www.ytetggmueupbwqyz.com 220 /zly.js ?id=ZLY-EL2CO0N&l=nathAniel js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 31546 566 - "none" "none" 112.014.2.104
2021-01-04 13:04:59 21 10.12.22.110 yx=MJE11123,jh=SUE,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_MISS GET image/jpeg https encrypted-mbp0.sherill.com 220 /images ?q=kim:ERy3JiAqwdcjUkhWXCGUACIkpYzryDIEDvsC3FCXfT&lara=ANN - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 4701 412 - "none" "none" 112.014.9.206
2021-01-04 13:04:59 21 10.12.22.110 yx=MJE11123,jh=SUE,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_MISS GET image/jpeg https encrypted-mbp0.sherill.com 220 /images ?q=kim:UMb8PeLqn0IbKIkS1b5S-7h2zFy0Fha1GzRsibiMRv&lara=ANN - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 3000 412 - "none" "none" 112.014.9.206
2021-01-04 13:04:59 21 10.12.21.022 yx=BNI00003,jh=IVY,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://static.carmina.com/static/randi/html/video/debbra/ike.html?v=00110001100920 200 TCP_KT_MISS GET image/gif https vg.caridad.com 220 /pixel.gif ?e=13&q=6&so=1&zp=2&gia=3&hu=-&jj=4&jae=2&cc=-1&ri=1&du=0&tu=null&jo=0&qi=0&jt=0&wh=1&jk=-&i=KZNIFMYDYE1&eo=1412041110&fe=%001%4XJKMtcaT%04%4OK%2KzECW)%0TDv~ea!60xf7X%04%2JrGa%0Se(cQp1RGoJMF%2Xb%1Mo_NzX%23%5CQoXX%2M4(K%0O%5JckWYx_%0WQtXOV%3Z%2E%2WPdCg%1Wo%2JoahS3k%0IUa%04%20%010E(bv2*DFshZd1hq%4XS%0Py%60YI%1VB.vxDP%3AwW%20jkO%0Xdk%40E050DJz24%2E%160zv%0CuX5t(I5%0O%0Vf%04%24%6QpS%0Wyd.HDxwLPKU23_dACeH%3Yu%3IQ%2W.%12%03v_o%3VwHT%5M%2KiX%5ZLS%10Dh3%6Y%2WOr0E*%03miSQV8%0Z%13sRhjY&kh=1_qWjhM---FSm5J-nISUZU-nN6ifN-LPchK-qWjhM-&wu=110001&xl=2%1J1%1M0%1J1%1J0006171103%1J1%1D0%1M0%0Yddafxcns%0Yddafxcns&uq=1-IV22vkUzV10GkLf%1VmhZofqW%0N3WBCNENDC2W%0VbSKG33mIP0MXl66cUOiqoQONaEJm6jiV&ve=1&os=1-uQ%2E%2E&zz=00000&is=BWBEB1YDGXOcHx1AGVeqzVNM1HbzciHE8DpqCo0sAQV15ARMnvHK0rUFCLTApPEQr1hdLrhiEpk0WIlMF0bHHCOHLDSAxHAPoGusM1Omk6Ahaa3XkTkJKUNXkp1pCcXeZ5Z8fZLtjRFJ61yYGhHGJUCCLRDTTMCDSgn0AGBSwQK1IPNDQfhQQTCjgYGNFWUU10PTwInJCsViwUFVRWLYTliWmiRPRDWR23eOsrAgTPUWCABGWaozY5ALRJ0X4Vi2XfOEXkAuOKASdRh1PYFOVhPOsqYJJ4hiyjB37DK0fDjYhOrUGcmhWKYL&ng=8&fl=0&rp=0&lj=0&qo=0&zi=&aa=0&hc=0&ao=400&eh=102&ra=0700&iy=0000&pm=020&kg=0700&lu=1070&hd=0700&lc=0000&to=000&qj=1-0000000000000020&zn=&tr=%3S%4BmaeaCy%7Gx%3Nzb1CX%22e%2E.D%4Q0%2E%2CYQ%0Ay4%5WL20%2E%3TUhxVu1%6Y%2LIa6QUK(a.P%0O)q0(lI&gz=0&mx=0&kg=1&vg=100&jj=8&g=12&ft=0&ha=0&go=0&kd=0&dp=1&lou=0&h=102&w=400&aAGES=1&db=https%3Z%2E%2Xnzj.carmina.com%1Htjswe%0Vwpeqbug-liberals-rejoice-gertie-maragret-death&id=1&de=1&f=1&j=https%3Z%2E%2Xnzj.carmina.com&eh=https%3Z%2E%2Xnzj.carmina.com&t=1210003626203&ti=512041133000&oo=1210003626203&m=00051&gb=11r322x-clean&cy=2f63njk&ui=0&zp=0&ht=3&rk=1&ez=1&r=0&iy=0&mg=1&jv=undefined%1Y310152030123&hb=1&fd=undefined&qx=102&pp=1&ye=1&vp=1&ha=1&ad=1&zr=3&vk=0%3T0%0J0&ak=100&xb=-%1W000%3Z-&vx=0%1M4522%1M4522%0H2000%2O1010&pl=1&ad=25206&yx=16205&ux=1&ry=25206&be=16205&ao=1&ko=2010&za=0830&se=1&ln=1&mr=1&ex=1&nu=1&sm=1&kt=1&em=0&en=0&ux=1&su=1&of=1&rp=1&bx=0%0J0%0J0%1Jfjsq%3Z-1%1Jfjsq%3Z-1%1Jfjsq%3Z-1&wp=00230&mw=10125&ah=00230&am=10125&yz=19540&br=23259&cp=19540&vs=23259&na=00&ix=0&lq=09511&xk=1&pk=1&ux=1&io=1&xo=2&he=1&gh=1&hr=1&cr=1&jn=1&vg=1&lv=409&tz=000&bl=0&kBxhvZFK=0.033101735514322736&eBlvjIDY=30&jw=00000&yq=1&sb=09511&nv=23210&no=25206&oi=16205&ne=25206&cv=16205&et=1&zq=1&cj=1&qd=6240&lq=25206&bo=16205&is=2&gw=3&pj=3&ci=3&ci=1&sp=1&pi=162y-1bn2-1p0t-1n25&qNypzHxOOF=104f-1sk3-15bu-122l&hi=0&re=1&vr=0&at=0&d=-%3Z-%3X1030011030%1I101035532116&man=0%1J1&yt=3541017043&vUcaxYA=carmina.com&dAbhsVZ2=carmina.com&lc=carmina.com&bd=carmina.com&yu=qfocsr36113412&xZitaLivbAnlodj1=122&uHuaqLpvyBpibzo2=122&yw=3&jy=1&ka=1&cz=ayesha&it=500&am=1&or=1&lb=1&rt=iq&lZkecTB=3%3Z-&vr=0&gq=1&hz=0&sa=090515&ul=0012231154&tf=0 gif "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 013 2007 - "none" "none" 21.171.022.10
2021-01-04 13:04:59 21 10.12.21.022 yx=BNI00003,jh=IVY,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://static.carmina.com/static/randi/html/video/debbra/ike.html?v=00110001100920 302 TCP_KT_MISS GET text/plain;%10qxrlguq=guy-8 https jb.msvqofybkkkqxglzu.com 220 /p ?e0=2&b1=9003070&hk_type=hidden&hk_ux_en=6.3.1.040001&hk_ux_usz=5.10&hk_ux_it=r&hk_ux_id=0324110162332&hk_ux_tv=2&hk_ux_gu=1&hk_ux_ve=1&hk_ux_pfw=1&hk_ux_lhl=1&hk_ux_gf=1&hk_ux_ppc=1&hk_ux_yvs=1&hk_ux_asb=1&hk_ux_yx=1&hk_ux_cv=ma&hk_ux_qj=00010&hk_ux_vr=00000&hk_ux_yq=3&hk_ux_nm=js_kay&hk_ux_zu=6.3.1.040001&hk_ux_aa=1&hk_ux_fz=1&hk_ux_ad=1&hk_ux_di=0&hk_ux_sp=00010&hk_ux_jbv=00010&hk_ux_vzp=10000&hk_ux_hp=00010&hk_ux_smo=00010&hk_ux_et=00010&hk_ux_pcg=00010&hk_ux_lav=00010&hk_ux_dong=00010&hk_ux_bong=10000&hk_ux_ntk=00010&hk_ux_beth=00010&hk_ux_laci=10000&hk_ux_rxg=00010&hk_ux_vena=00010&hk_ux_top=00010&hk_ux_hsiu=00010&hk_ux_kz=00010&hk_ux_qxo=0&hk_ux_ijt=0&hk_ea=1101133304223&hk_ux_hi=0&hk_ux_tvx=0&hk_ux_zf=0&hk_ux_lfk=0&hk_ux_ii=0&hk_ux_vqr=0&hk_ux_otis=0&hk_ux_ubg=0&hk_ux_neil=0&hk_ux_knk=0&hk_ux_sla=0&hk_ux_amie=0&hk_ux_pg=0&hk_ux_ogv=0&hk_ux_ci=0&hk_ux_bg=0&hk_ux_qr=100&hk_ux_ta=0&hk_ux_cw=1000000&hk_ux_an=1&hk_ux_us=*null&hk_ux_rm=*null&hk_ux_en=*null&hk_ux_kv=*null&hk_ux_pg=xn01&hk_ux_ux=*null&hk_ux_yg=*null&r0=Fox%20Gwzh&h3=politics&d4=ike&l1=https%3Z%2E%0Gedmqde.carmina.com%0Gedmqde%1Gzjvlm%1Bjpzn%1Cfxiir%2Kuzwqqr%2Gbgm.html%2Pf%3U20000600100441%03opy%0Nsgq-embed-1&a1=FOX%20Gwzh%10Mowhiz&y6=https%3Z%2E%2Xnzj.carmina.com%1Htjswe%0Vwpeqbug-liberals-rejoice-gertie-maragret-death - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 3005 0701 - "none" "none" 10.31.102.05
2021-01-04 13:04:59 21 10.200.121.024 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.5 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 21 10.227.02.43 - - user-defined.LI_Exception DENIED "none" - 403 TCP_DENIED GET - http gi-stripe.johnette.com 00 /stripe/image ?tf_email=zfncqmopxap@tasha.com&tf_youlanda=009410&tf_offset=6&tf_dlc=kmsymxarcjwvypn - "Mozilla/5.0 (Windows NT 6.2; GQU61; na:03.0) Gecko/20100101 /03.1.1" 10.174.6.2 0009 333 - "none" "none" -
2021-01-04 13:04:59 21 002.9.00.056 - - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.3 420148 074 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 210 10.122.132.01 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp qyfquridsmko0.dm.pa.margareta.us 220 / - - - 10.174.6.5 4242 0140 - "none" "none" 01.215.01.002
2021-01-04 13:04:59 210 10.06.010.021 yx=ILT41771,jh=KUM,jh=PG,o=KAI - - OBSERVED "Shopping" https://www.sierra.com/ 200 TCP_KT_MISS GET image/jpeg https i.lauran.com 220 /randa-madden-deloris-sneakers-for-women-in-white~p~10pam_01~410~10.222.jpg - jpg "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.3 6240 520 - "none" "none" 21.000.05.101
2021-01-04 13:04:59 210 10.06.136.105 yx=FUU04709,jh=TOD,jh=PG,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp tags.shellie.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.3 05 011 - "ShelLie" "none" 21.41.060.012
2021-01-04 13:04:59 210 10.18.49.63 yx=UZA00302,jh=TOD,jh=PG,o=KAI - - OBSERVED "News" - 200 TCP_ACCELERATED CONNECT - tcp f43.carmina.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.5 05 023 - "none" "none" 020.201.23.012
2021-01-04 13:04:59 210 10.18.49.93 yx=PXS02945,jh=TOD,jh=PG,o=KAI - - OBSERVED "Technology/Internet" https://www.deb.com/ 200 TCP_MISS GET application/x-javascript;%10qxrlguq=guy-8 https dev.lblubankgodr.net 220 /REST/k0/Traffic/Incidents/05.320517062266705,-21.505701072,05.50010025650554,-21.11590100/ ?severity=&key=VdS5vokXteMpK5QZcnd16sPqzW6sdRLIEm4tuGW2A0eGFDttzEmLNUkoxA1hHpSD&o=json&renda=Margareta.Maps.YvwdtuvJbsvjfluy.w0u301&li=us&c=en-US&cjhlafCiuomndee=true&lxwphlmYyhzx=cameras|incidents - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 0090 110 - "none" "none" 10.00.93.033
2021-01-04 13:04:59 210 10.20.42.141 yx=DBG60108,jh=DEV,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://julia.qatwkkuxbhxjg.com/ 302 TCP_KT_MISS GET - https agustin.qatwkkuxbhxjg.com 220 /kay/sync ?elfrieDa=3&google_error=5 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 261 604 - "Smart WuFgdeuz" "none" 020.174.190.064
2021-01-04 13:04:59 210 10.20.43.238 yx=PHN00010,jh=DEV,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp yknydlkyruct.g.mcnfawbbeny.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 05 201 - "none" "none" 112.014.10.01
2021-01-04 13:04:59 210 10.20.50.141 yx=GJW20014,jh=LIN,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.carmina.com/ 200 TCP_KT_MISS GET text/javascript;jacinda=GUY-8 https c.marcel-marylynn.com 220 /e/zrl/bid ?src=0013&u=https%3Z%2E%2Xnzj.carmina.com%1Sblxege%1Juwde-berry-photo-american-flag-anthem-uproar&us=https%3Z%2E%2Xnzj.carmina.com%2E&pid=00ArjNToxPwKW&ui=2&iv=1100e640&v=7.01.00&t=0000&slots=%2W%6Y%21og%12%3Z%201%12%1M%22e%12%3Z%2W%12100u600%12%1M%01000d220%12%1M%00000d400%12%5M%1M%01mg%12%3Z%12%1B4102%2Tyuy%2Rtchh%0Jqyv%1Sblxege%0Afci1%12%1Q%5M&jv=%6Y%11xa_privacy%12%3Z%201---%12%1Q&vella=%6Y%11xcvnrc%12%3Z%21he-khf%12%1Q - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 222 640 - "none" "none" 56.21.003.41
2021-01-04 13:04:59 210 10.20.17.21 yx=GYQ05047,jh=IAN,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.deb.com/ 204 TCP_KT_MISS POST application/javascript https ludivina.dbfjvgpagoefllu.com 220 /sherryl/bids/ludivina ?src=meghan_meghan_4.11.1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 300 1051 - "Hermelinda" "none" 190.022.010.23
2021-01-04 13:04:59 210 10.20.46.00 yx=IWQ11902,jh=IAN,jh=TX,o=KAI - - OBSERVED "Technology/Internet" https://brenda.com/1011/01/30/barbar-wbgwnxobtj-west-side-story-adaptation-is-going-to-get-him-canceled/ 200 TCP_KT_MISS POST text/plain;jacinda=guy-8 https kay.jackeline.com 220 /j1.0/internal/metrics ?k=4611j0ev-0u06-2203-8x03-63q00176a310 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.3 433 0011 - "Jackeline" "none" 30.002.123.121
2021-01-04 13:04:59 210 10.12.105.016 yx=FZG02201,jh=NIA,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_ACCELERATED CONNECT - tcp lera-eun.xkcgcsypncq.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.2 05 011 - "none" "none" 21.171.010.05
2021-01-04 13:04:59 210 10.22.21.30 yx=KPC45220,jh=LIZ,jh=VV,o=KAI - - OBSERVED "Technology/Internet" https://www.deb.com/ 200 TCP_KT_MISS GET application/json https observe.louella.com 220 /kay/wufgdeuz/tag/ ?JP_CARON=6052&JP_HMOO1=JOY_2&JP_UID=4v6631kkfd310i7q015k20412201i000&JP_YMSZ0=no_richie&JP_ISOQ1=3936451&JP_VBMY0=vtsbpkftgmmxxeg&JP_ARIANA=1.0%1J1!ludivina.com%2F00011k05inzjalgc661671m10103r0300f%1J1%1M%1M%1M&JP_SECURED=1&JP_LANGUAGE=en&JP_URL=https%3Z%2E%2Xnzj.deb.com%2Xvs-us%0Sczhk%1Ykbzmcgeq%0Mvuc-gertie-trump-never-went-upstairs-in-the-white-house%0Hyd-JEDRVeQ%0Xhuyp%1Yctdfqkyo%25gf%3JF501%22dcaub%0H1&JP_ONQKCEHYARI=11a0with04e0412g0104ru1j&JP_CLEMENCIA=0mn11j0v20l03127o0010680&format=json&min=0&JP_JDV=&gow=1&npy=1&JP_BRIDGETTE=www.deb.com&JP_LORENA=3&v=6.1.1.232&yolando=604472&JP_WIDTH=303&JP_HEIGHT=140&JP_LOU=0&ui=1411033084502&JP_C_USER_ID=0211003107016-354102165302-006030-001-005262 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 0720 0204 - "none" "none" 01.205.201.174
2021-01-04 13:04:59 210 10.36.21.207 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp collin-yu-faye.margareta.com 220 / - - - 10.174.6.5 3502 120 - "Office 214 General" "none" 10.01.30.021
2021-01-04 13:04:59 210 002.9.43.022 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp bx0-t00.events.data.margareta.com 220 / - - - 10.174.6.4 3302 4038 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 21047 10.001.190.14 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp msv.spot.gq 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; na:28.0) Gecko/20100101 Firefox/28.0" 10.174.004.2 0040 1102 - "Spot.GQ" "none" 112.201.9.000
2021-01-04 13:04:59 210498 10.03.201.10 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp lq.pipe.iris.margareta.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Teams/1.4.00.11161 Chrome/00.0.1452.162 Electron/8.5.5 Safari/312.20" 10.174.6.4 0112 10001 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 21051 002.9.102.010 - - - OBSERVED "Content Delivery Networks" - 200 TCP_TUNNELED CONNECT - tcp i.treva.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 12301 0026 - "BmjLxcm" "none" 121.130.060.210
2021-01-04 13:04:59 21053 002.9.102.010 - - - OBSERVED "Content Delivery Networks" - 200 TCP_TUNNELED CONNECT - tcp hq0.lonny.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 4311 0393 - "none" "none" 112.014.7.102
2021-01-04 13:04:59 21059 10.227.20.100 - - - OBSERVED "News" - 200 TCP_TUNNELED CONNECT - tcp www.atbkyxxxhozscd.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.2 10206 4471 - "none" "none" 101.90.00.232
2021-01-04 13:04:59 21067 002.9.102.010 - - - OBSERVED "Search Engines/Portals" - 200 TCP_TUNNELED CONNECT - tcp www.tasha.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 11114 0375 - "none" "none" 23.6.011.23
2021-01-04 13:04:59 21085 002.9.4.014 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp reta.media.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 4155 1005 - "none" "none" 21.190.014.01
2021-01-04 13:04:59 21096 10.001.190.14 - - - OBSERVED "News" - 200 TCP_TUNNELED CONNECT - tcp feeds-meta.carmina.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; na:28.0) Gecko/20100101 Firefox/28.0" 10.174.004.2 1422 0486 - "none" "none" 21.30.141.17
2021-01-04 13:04:59 211 10.174.10.002 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp collin-yu-faye.margareta.com 220 / - - - 10.174.6.5 3502 345 - "Office 214 General" "none" 10.01.30.021
2021-01-04 13:04:59 211 10.03.103.23 yx=GJG10000,jh=WAS,jh=KT,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.emma.com/ 200 TCP_KT_MISS GET text/html;jacinda=ISO-2511-1 https 02.dorthea.com 220 /hvp ?vjw=02&pedro=161132&alita=113007&pstn=[pstn]&ui=[ui]&madaline=NNF.rDxypqIolzwmjur.bsuqyVfzjbkrb1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.5 1520 605 - "Dorthea" "none" 020.201.13.10
2021-01-04 13:04:59 211 10.012.201.010 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp collin-yu-faye.margareta.com 220 / - - - 10.174.004.4 3502 120 - "Office 214 General" "none" 10.01.30.021
2021-01-04 13:04:59 211 10.232.21.103 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp collin-yu-faye.margareta.com 220 / - - - 10.174.6.5 3502 120 - "Office 214 General" "none" 10.01.30.021
2021-01-04 13:04:59 21136 10.001.190.14 - - - OBSERVED "News" - 200 TCP_TUNNELED CONNECT - tcp my.carmina.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; na:28.0) Gecko/20100101 Firefox/28.0" 10.174.004.2 3035 3057 - "none" "none" 21.30.141.17
2021-01-04 13:04:59 21173 002.9.3.103 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp tamesha.media.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; Touch; na:00.0) like Gecko" 10.174.6.2 1161 003 - "none" "none" 21.190.014.01
2021-01-04 13:04:59 21178 002.9.102.010 - - - OBSERVED "Finance" - 200 TCP_TUNNELED CONNECT - tcp xnbjwm1.zi0lg.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 101717 0044 - "none" "none" 021.003.40.7
2021-01-04 13:04:59 2119 10.150.3.43 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp bx0-t00.events.data.margareta.com 220 / - - - 10.174.004.5 3510 10027 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 21191 10.22.13.37 yx=LIG10603,jh=PEN,jh=VV,o=KAI - - OBSERVED "Finance;News" - 0 TUNNELED unknown - ssl jolene.lona.com 220 / - - - 10.174.6.5 00610 3244 - "none" "none" 23.48.20.154
2021-01-04 13:04:59 212 10.132.61.14 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp 21-02-23-123.pyuzqwkhja.com 220 / - - "Mozilla/4.0 (compatible)" 10.174.004.5 05 009 - "none" "none" 21.02.23.123
